Time	Channel A	Channel B
(ms)	(V)	(V)

-2.25229300	0.07428205	0.07620472
-2.23949300	0.10104680	0.10315260
-2.22669300	0.11893060	0.12109740
-2.21389300	0.13678400	0.13907290
-2.20109300	0.16357920	0.15701770
-2.18829300	0.18143250	0.17499310
-2.17549300	0.19928590	0.20194100
-2.16269300	0.21716970	0.21988590
-2.14989400	0.23502300	0.23786130
-2.13709300	0.25287640	0.25580610
-2.12429400	0.27072970	0.26477860
-2.11149300	0.28861360	0.29172640
-2.09869400	0.30646690	0.30069890
-2.08589300	0.32432020	0.31867430
-2.07309300	0.34217350	0.33661920
-2.06029300	0.36005740	0.35459460
-2.04749300	0.36896880	0.37253940
-2.03469300	0.38682210	0.39051490
-2.02189400	0.40470590	0.39948730
-2.00909300	0.41361740	0.41746270
-1.99629300	0.43150120	0.42643510
-1.98349300	0.44041260	0.43540760
-1.97069300	0.45826590	0.45338300
-1.95789300	0.46720780	0.46235540
-1.94509300	0.47614980	0.47132790
-1.93229300	0.49400310	0.48930330
-1.91949300	0.49400310	0.49827570
-1.90669300	0.50294510	0.50724820
-1.89389300	0.51185640	0.51622060
-1.88109300	0.52079840	0.52522360
-1.86829300	0.52970980	0.52522360
-1.85549300	0.53865170	0.53419600
-1.84269300	0.53865170	0.54316840
-1.82989300	0.54759360	0.54316840
-1.81709300	0.55650500	0.55214090
-1.80429300	0.55650500	0.56114380
-1.79149300	0.55650500	0.56114380
-1.77869300	0.55650500	0.56114380
-1.76589300	0.55650500	0.56114380
-1.75309300	0.55650500	0.56114380
-1.74029400	0.55650500	0.56114380
-1.72749300	0.55650500	0.55214090
-1.71469300	0.54759360	0.55214090
-1.70189300	0.54759360	0.55214090
-1.68909300	0.54759360	0.54316840
-1.67629300	0.53865170	0.54316840
-1.66349400	0.53865170	0.53419600
-1.65069400	0.52970980	0.52522360
-1.63789300	0.52079840	0.51622060
-1.62509300	0.51185640	0.50724820
-1.61229300	0.50294510	0.50724820
-1.59949300	0.49400310	0.48930330
-1.58669300	0.48506120	0.48030030
-1.57389300	0.47614980	0.47132790
-1.56109300	0.45826590	0.46235540
-1.54829300	0.44935450	0.45338300
-1.53549300	0.43150120	0.43540760
-1.52269300	0.42255930	0.42643510
-1.50989300	0.40470590	0.40845970
-1.49709300	0.39576400	0.39948730
-1.48429300	0.37791070	0.38154240
-1.47149300	0.36005740	0.36356700
-1.45869300	0.35111550	0.34562210
-1.44589300	0.33326210	0.32764670
-1.43309300	0.32432020	0.31867430
-1.42029300	0.30646690	0.30069890
-1.40749300	0.28861360	0.28275400
-1.39469300	0.26181830	0.26477860
-1.38189300	0.25287640	0.24683370
-1.36909300	0.22608110	0.23786130
-1.35629300	0.21716970	0.21091340
-1.34349300	0.19928590	0.20194100
-1.33069300	0.18143250	0.18396560
-1.31789300	0.16357920	0.15701770
-1.30509300	0.13678400	0.13907290
-1.29229300	0.12784200	0.13010040
-1.27949300	0.10104680	0.10315260
-1.26669300	0.08319346	0.07620472
-1.25389300	0.06537065	0.05825983
-1.24109400	0.03857540	0.04028443
-1.22829300	0.02963347	0.02233955
-1.21549300	0.00283822	0.00439467
-1.20269300	-0.01501511	-0.01358074
-1.18989300	-0.03286843	-0.03152562
-1.17709400	-0.05966369	-0.05847346
-1.16429400	-0.06860561	-0.07641835
-1.15149300	-0.09537034	-0.09439375
-1.13869300	-0.11325420	-0.12134160
-1.12589300	-0.14004940	-0.13031400
-1.11309300	-0.15790280	-0.14825890
-1.10029400	-0.17575610	-0.17520680
-1.08749400	-0.19360940	-0.19318220
-1.07469300	-0.21149330	-0.21112700
-1.06189300	-0.23825800	-0.22910240
-1.04909300	-0.24719990	-0.25601980
-1.03629400	-0.27399520	-0.26502270
-1.02349400	-0.29184850	-0.28296760
-1.01069400	-0.30970180	-0.30991550
-0.99789350	-0.32758570	-0.32786040
-0.98509340	-0.34543900	-0.34583570
-0.97229340	-0.36329230	-0.36378060
-0.95949350	-0.38114570	-0.38175600
-0.94669350	-0.39008760	-0.39072850
-0.93389350	-0.40794090	-0.41767630
-0.92109350	-0.42582480	-0.42664880
-0.90829350	-0.44367810	-0.44462420
-0.89549350	-0.46153140	-0.46256910
-0.88269350	-0.47938480	-0.48054440
-0.86989350	-0.49726860	-0.49848930
-0.85709350	-0.50618000	-0.50746180
-0.84429350	-0.52403330	-0.51646470
-0.83149350	-0.53297530	-0.53440960
-0.81869350	-0.55082860	-0.54338200
-0.80589340	-0.55082860	-0.55238500
-0.79309340	-0.56871240	-0.57032990
-0.78029350	-0.57762380	-0.57930240
-0.76749350	-0.58656570	-0.57930240
-0.75469340	-0.59547720	-0.58830530
-0.74189350	-0.60441910	-0.60625020
-0.72909350	-0.60441910	-0.60625020
-0.71629350	-0.61336100	-0.62422560
-0.70349350	-0.62227240	-0.62422560
-0.69069350	-0.63121430	-0.62422560
-0.67789350	-0.63121430	-0.63319800
-0.66509350	-0.64015630	-0.63319800
-0.65229350	-0.64015630	-0.64217050
-0.63949350	-0.64906760	-0.64217050
-0.62669350	-0.64015630	-0.64217050
-0.61389350	-0.64906760	-0.64217050
-0.60109350	-0.64015630	-0.64217050
-0.58829350	-0.64015630	-0.64217050
-0.57549350	-0.64015630	-0.64217050
-0.56269350	-0.64015630	-0.64217050
-0.54989350	-0.64015630	-0.63319800
-0.53709350	-0.64015630	-0.63319800
-0.52429350	-0.63121430	-0.62422560
-0.51149350	-0.62227240	-0.62422560
-0.49869350	-0.62227240	-0.61522260
-0.48589350	-0.61336100	-0.61522260
-0.47309350	-0.60441910	-0.60625020
-0.46029350	-0.59547720	-0.58830530
-0.44749350	-0.58656570	-0.58830530
-0.43469350	-0.57762380	-0.57930240
-0.42189350	-0.56871240	-0.57032990
-0.40909350	-0.55977050	-0.55238500
-0.39629350	-0.54191710	-0.54338200
-0.38349350	-0.53297530	-0.53440960
-0.37069350	-0.52403330	-0.51646470
-0.35789350	-0.50618000	-0.50746180
-0.34509350	-0.49726860	-0.49848930
-0.33229350	-0.47938480	-0.47154150
-0.31949350	-0.46153140	-0.46256910
-0.30669350	-0.44367810	-0.44462420
-0.29389350	-0.43473620	-0.42664880
-0.28109350	-0.41688280	-0.41767630
-0.26829350	-0.39902950	-0.39970090
-0.25549350	-0.38114570	-0.38175600
-0.24269350	-0.36329230	-0.36378060
-0.22989350	-0.35438090	-0.34583570
-0.21709350	-0.33649710	-0.33686330
-0.20429350	-0.30970180	-0.30991550
-0.19149350	-0.30079040	-0.29194010
-0.17869350	-0.28293710	-0.27399520
-0.16589350	-0.26505320	-0.25601980
-0.15309350	-0.24719990	-0.23807490
-0.14029350	-0.22040470	-0.22009950
-0.12749350	-0.20255130	-0.20215460
-0.11469350	-0.18469800	-0.18417920
-0.10189350	-0.16681420	-0.16623430
-0.08909352	-0.14004940	-0.13928650
-0.07629351	-0.12216560	-0.13031400
-0.06349351	-0.10431230	-0.10336620
-0.05069352	-0.08645894	-0.08542131
-0.03789352	-0.06860561	-0.06744590
-0.02509352	-0.05072176	-0.04950102
-0.01229352	-0.02392651	-0.02255318
0.00050648	-0.00607318	-0.00457778
0.01330648	0.01178014	0.01336711
0.02610648	0.03857540	0.03131199
0.03890648	0.05642872	0.05825983
0.05170648	0.07428205	0.07620472
0.06450647	0.09213538	0.09418012
0.07730647	0.10998870	0.11212500
0.09010648	0.13678400	0.13907290
0.10290650	0.15463730	0.14804530
0.11570650	0.17249060	0.17499310
0.12850650	0.19037450	0.18396560
0.14130650	0.20822780	0.20194100
0.15410650	0.22608110	0.21988590
0.16690650	0.24393450	0.24683370
0.17970650	0.26181830	0.25580610
0.19250650	0.27967160	0.27378150
0.20530650	0.29752500	0.30069890
0.21810650	0.31537830	0.31867430
0.23090650	0.33326210	0.33661920
0.24370650	0.35111550	0.34562210
0.25650650	0.36005740	0.36356700
0.26930650	0.37791070	0.38154240
0.28210650	0.39576400	0.39051490
0.29490650	0.41361740	0.40845970
0.30770650	0.42255930	0.42643510
0.32050650	0.44041260	0.43540760
0.33330650	0.44935450	0.45338300
0.34610640	0.45826590	0.46235540
0.35890640	0.46720780	0.47132790
0.37170650	0.48506120	0.48930330
0.38450650	0.49400310	0.49827570
0.39730650	0.50294510	0.50724820
0.41010650	0.51185640	0.50724820
0.42290650	0.52079840	0.51622060
0.43570650	0.52970980	0.52522360
0.44850640	0.53865170	0.53419600
0.46130650	0.53865170	0.54316840
0.47410650	0.53865170	0.54316840
0.48690640	0.54759360	0.55214090
0.49970640	0.55650500	0.55214090
0.51250650	0.55650500	0.56114380
0.52530650	0.55650500	0.55214090
0.53810640	0.55650500	0.55214090
0.55090650	0.55650500	0.56114380
0.56370650	0.55650500	0.56114380
0.57650640	0.55650500	0.55214090
0.58930650	0.55650500	0.55214090
0.60210650	0.54759360	0.54316840
0.61490640	0.54759360	0.54316840
0.62770650	0.53865170	0.54316840
0.64050640	0.53865170	0.53419600
0.65330640	0.52970980	0.52522360
0.66610650	0.52079840	0.52522360
0.67890640	0.51185640	0.50724820
0.69170640	0.50294510	0.50724820
0.70450640	0.49400310	0.48930330
0.71730640	0.48506120	0.48930330
0.73010640	0.47614980	0.47132790
0.74290640	0.46720780	0.46235540
0.75570640	0.44935450	0.45338300
0.76850640	0.44041260	0.43540760
0.78130640	0.43150120	0.42643510
0.79410650	0.41361740	0.40845970
0.80690650	0.39576400	0.39948730
0.81970640	0.37791070	0.38154240
0.83250650	0.36896880	0.37253940
0.84530650	0.36005740	0.35459460
0.85810640	0.34217350	0.33661920
0.87090640	0.32432020	0.31867430
0.88370650	0.30646690	0.30069890
0.89650640	0.28861360	0.29172640
0.90930640	0.27072970	0.27378150
0.92210640	0.25287640	0.25580610
0.93490640	0.23502300	0.23786130
0.94770640	0.21716970	0.21988590
0.96050640	0.19928590	0.20194100
0.97330640	0.18143250	0.18396560
0.98610650	0.16357920	0.16602070
0.99890640	0.14572590	0.14804530
1.01170600	0.12784200	0.13010040
1.02450600	0.10998870	0.10315260
1.03730600	0.08319346	0.09418012
1.05010600	0.07428205	0.06723227
1.06290700	0.04751732	0.04925688
1.07570600	0.02963347	0.03131199
1.08850600	0.01178014	0.00439467
1.10130600	-0.01501511	-0.00457778
1.11410600	-0.03286843	-0.03152562
1.12690600	-0.05072176	-0.04950102
1.13970600	-0.06860561	-0.06744590
1.15250600	-0.09537034	-0.08542131
1.16530600	-0.11325420	-0.11233860
1.17810600	-0.13110750	-0.13031400
1.19090600	-0.14896080	-0.15726190
1.20370600	-0.16681420	-0.17520680
1.21650600	-0.19360940	-0.19318220
1.22930600	-0.21149330	-0.21112700
1.24210600	-0.22934660	-0.22910240
1.25490600	-0.24719990	-0.24704730
1.26770600	-0.27399520	-0.26502270
1.28050600	-0.28293710	-0.28296760
1.29330600	-0.30970180	-0.30094300
1.30610600	-0.31864370	-0.31888790
1.31890600	-0.33649710	-0.33686330
1.33170600	-0.35438090	-0.35480820
1.34450600	-0.37223430	-0.37278360
1.35730600	-0.39008760	-0.39072850
1.37010600	-0.40794090	-0.40870390
1.38290600	-0.42582480	-0.42664880
1.39570600	-0.44367810	-0.44462420
1.40850600	-0.46153140	-0.45359660
1.42130600	-0.47047330	-0.47154150
1.43410600	-0.48832670	-0.48054440
1.44690600	-0.50618000	-0.49848930
1.45970600	-0.51512190	-0.51646470
1.47250600	-0.52403330	-0.52543720
1.48530600	-0.54191710	-0.54338200
1.49810600	-0.55082860	-0.55238500
1.51090600	-0.56871240	-0.56135740
1.52370600	-0.57762380	-0.57032990
1.53650600	-0.58656570	-0.57930240
1.54930600	-0.59547720	-0.58830530
1.56210600	-0.60441910	-0.59727780
1.57490600	-0.60441910	-0.60625020
1.58770600	-0.61336100	-0.61522260
1.60050600	-0.62227240	-0.62422560
1.61330600	-0.63121430	-0.62422560
1.62610600	-0.63121430	-0.63319800
1.63890600	-0.64015630	-0.63319800
1.65170600	-0.64015630	-0.64217050
1.66450600	-0.64015630	-0.64217050
1.67730600	-0.64906760	-0.64217050
1.69010600	-0.64906760	-0.64217050
1.70290600	-0.64015630	-0.64217050
1.71570600	-0.64015630	-0.64217050
1.72850600	-0.64015630	-0.64217050
1.74130600	-0.64015630	-0.64217050
1.75410600	-0.64015630	-0.64217050
1.76690600	-0.64015630	-0.63319800
1.77970600	-0.63121430	-0.63319800
1.79250600	-0.63121430	-0.63319800
1.80530600	-0.62227240	-0.62422560
1.81810600	-0.62227240	-0.61522260
1.83090600	-0.60441910	-0.60625020
1.84370600	-0.60441910	-0.59727780
1.85650600	-0.58656570	-0.58830530
1.86930600	-0.58656570	-0.57930240
1.88210600	-0.56871240	-0.57032990
1.89490600	-0.55977050	-0.55238500
1.90770600	-0.55082860	-0.55238500
1.92050600	-0.53297530	-0.53440960
1.93330600	-0.52403330	-0.51646470
1.94610600	-0.50618000	-0.51646470
1.95890600	-0.49726860	-0.49848930
1.97170600	-0.47938480	-0.48054440
1.98450600	-0.47047330	-0.46256910
1.99730600	-0.45258950	-0.44462420
2.01010600	-0.44367810	-0.43562120
2.02290700	-0.42582480	-0.41767630
2.03570600	-0.40794090	-0.40870390
2.04850600	-0.39008760	-0.39072850
2.06130600	-0.37223430	-0.37278360
2.07410600	-0.35438090	-0.35480820
2.08690600	-0.33649710	-0.33686330
2.09970600	-0.31864370	-0.31888790
2.11250600	-0.30079040	-0.30094300
2.12530600	-0.28293710	-0.28296760
2.13810600	-0.26505320	-0.26502270
2.15090600	-0.24719990	-0.24704730
2.16370600	-0.22934660	-0.22910240
2.17650700	-0.21149330	-0.21112700
2.18930600	-0.19360940	-0.19318220
2.20210600	-0.16681420	-0.17520680
2.21490600	-0.14896080	-0.15726190
2.22770600	-0.13110750	-0.13031400
2.24050600	-0.11325420	-0.11233860
2.25330600	-0.08645894	-0.08542131
2.26610600	-0.06860561	-0.06744590
2.27890600	-0.05072176	-0.04950102
2.29170600	-0.03286843	-0.03152562
2.30450600	-0.01501511	-0.01358074
2.31730600	0.01178014	0.01336711
2.33010600	0.02963347	0.03131199
2.34290600	0.04751732	0.04925688
2.35570600	0.06537065	0.06723227
2.36850600	0.08319346	0.08517716
2.38130600	0.10998870	0.11212500
2.39410600	0.12784200	0.13010040
2.40690600	0.14572590	0.14804530
2.41970600	0.16357920	0.16602070
2.43250600	0.18143250	0.18396560
2.44530600	0.19928590	0.20194100
2.45810600	0.22608110	0.21988590
2.47090600	0.24393450	0.23786130
2.48370600	0.26181830	0.25580610
2.49650600	0.27967160	0.27378150
2.50930600	0.29752500	0.29172640
2.52210600	0.31537830	0.30970180
2.53490600	0.33326210	0.32764670
2.54770600	0.34217350	0.34562210
2.56050600	0.36005740	0.36356700
2.57330600	0.37791070	0.37253940
2.58610600	0.38682210	0.39051490
2.59890700	0.40470590	0.39948730
2.61170600	0.42255930	0.41746270
2.62450600	0.43150120	0.43540760
2.63730600	0.44935450	0.44438000
2.65010600	0.45826590	0.45338300
2.66290600	0.46720780	0.47132790
2.67570600	0.47614980	0.48030030
2.68850600	0.49400310	0.48930330
2.70130600	0.50294510	0.49827570
2.71410600	0.51185640	0.50724820
2.72690600	0.52079840	0.51622060
2.73970600	0.52970980	0.52522360
2.75250600	0.53865170	0.53419600
2.76530600	0.53865170	0.54316840
2.77810600	0.54759360	0.54316840
2.79090600	0.54759360	0.54316840
2.80370600	0.55650500	0.56114380
2.81650600	0.55650500	0.56114380
2.82930600	0.55650500	0.56114380
2.84210600	0.55650500	0.56114380
2.85490600	0.56544700	0.56114380
2.86770600	0.56544700	0.56114380
2.88050600	0.55650500	0.55214090
2.89330600	0.55650500	0.56114380
2.90610600	0.55650500	0.55214090
2.91890600	0.54759360	0.54316840
2.93170600	0.54759360	0.54316840
2.94450600	0.53865170	0.54316840
2.95730600	0.53865170	0.53419600
2.97010600	0.52970980	0.52522360
2.98290600	0.52079840	0.51622060
2.99570600	0.50294510	0.50724820
3.00850600	0.50294510	0.49827570
3.02130600	0.48506120	0.48930330
3.03410600	0.47614980	0.48030030
3.04690600	0.46720780	0.47132790
3.05970600	0.45826590	0.45338300
3.07250600	0.44041260	0.43540760
3.08530600	0.43150120	0.42643510
3.09810600	0.42255930	0.41746270
3.11090600	0.40470590	0.39948730
3.12370600	0.38682210	0.39051490
3.13650600	0.36896880	0.37253940
3.14930600	0.36005740	0.36356700
3.16210600	0.35111550	0.34562210
3.17490600	0.32432020	0.32764670
3.18770600	0.31537830	0.30970180
3.20050600	0.29752500	0.29172640
3.21330600	0.27967160	0.27378150
3.22610600	0.26181830	0.25580610
3.23890600	0.24393450	0.24683370
3.25170600	0.22608110	0.22885830
3.26450600	0.21716970	0.21091340
3.27730600	0.19928590	0.18396560
3.29010600	0.17249060	0.16602070
3.30290600	0.14572590	0.14804530
3.31570600	0.13678400	0.13010040
3.32850600	0.11893060	0.11212500
3.34130600	0.09213538	0.09418012
3.35410600	0.07428205	0.07620472
3.36690600	0.05642872	0.05825983
3.37970600	0.03857540	0.04028443
3.39250600	0.02072207	0.02233955
3.40530600	-0.00607318	0.00439467
3.41810600	-0.02392651	-0.02255318
3.43090600	-0.04181036	-0.04049806
3.44370600	-0.06860561	-0.06744590
3.45650600	-0.08645894	-0.08542131
3.46930600	-0.10431230	-0.10336620
3.48210600	-0.12216560	-0.12134160
3.49490600	-0.14004940	-0.13928650
3.50770600	-0.15790280	-0.15726190
3.52050600	-0.17575610	-0.18417920
3.53330600	-0.20255130	-0.19318220
3.54610600	-0.22040470	-0.22009950
3.55890600	-0.23825800	-0.23807490
3.57170600	-0.25614180	-0.25601980
3.58450600	-0.28293710	-0.28296760
3.59730600	-0.30079040	-0.29194010
3.61010600	-0.31864370	-0.30991550
3.62290600	-0.33649710	-0.33686330
3.63570600	-0.35438090	-0.35480820
3.64850600	-0.36329230	-0.36378060
3.66130600	-0.39008760	-0.39072850
3.67410600	-0.39902950	-0.39970090
3.68690600	-0.42582480	-0.41767630
3.69970600	-0.43473620	-0.43562120
3.71250600	-0.45258950	-0.45359660
3.72530600	-0.47047330	-0.46256910
3.73810600	-0.48832670	-0.48054440
3.75090600	-0.49726860	-0.49848930
3.76370600	-0.51512190	-0.50746180
3.77650600	-0.52403330	-0.52543720
3.78930600	-0.53297530	-0.53440960
3.80210600	-0.55082860	-0.55238500
3.81490600	-0.55977050	-0.56135740
3.82770600	-0.56871240	-0.57032990
3.84050600	-0.57762380	-0.57930240
3.85330600	-0.59547720	-0.58830530
3.86610600	-0.59547720	-0.59727780
3.87890600	-0.60441910	-0.60625020
3.89170600	-0.61336100	-0.60625020
3.90450600	-0.62227240	-0.61522260
3.91730600	-0.62227240	-0.62422560
3.93010600	-0.63121430	-0.63319800
3.94290600	-0.64015630	-0.63319800
3.95570600	-0.64015630	-0.64217050
3.96850600	-0.64015630	-0.64217050
3.98130600	-0.64015630	-0.64217050
3.99410600	-0.64015630	-0.64217050
4.00690700	-0.64015630	-0.64217050
4.01970600	-0.64906760	-0.64217050
4.03250600	-0.64015630	-0.64217050
4.04530600	-0.64015630	-0.64217050
4.05810600	-0.64015630	-0.64217050
4.07090700	-0.63121430	-0.63319800
4.08370600	-0.63121430	-0.63319800
4.09650600	-0.63121430	-0.62422560
4.10930600	-0.62227240	-0.62422560
4.12210700	-0.61336100	-0.61522260
4.13490600	-0.60441910	-0.61522260
4.14770600	-0.60441910	-0.59727780
4.16050600	-0.59547720	-0.58830530
4.17330600	-0.58656570	-0.58830530
4.18610600	-0.56871240	-0.57032990
4.19890600	-0.55977050	-0.56135740
4.21170600	-0.55082860	-0.55238500
4.22450600	-0.54191710	-0.53440960
4.23730600	-0.53297530	-0.52543720
4.25010600	-0.51512190	-0.51646470
4.26290600	-0.49726860	-0.49848930
4.27570600	-0.48832670	-0.48054440
4.28850600	-0.47047330	-0.47154150
4.30130600	-0.45258950	-0.45359660
4.31410600	-0.44367810	-0.44462420
4.32690600	-0.42582480	-0.42664880
4.33970600	-0.40794090	-0.40870390
4.35250600	-0.39008760	-0.39072850
4.36530600	-0.37223430	-0.37278360
4.37810700	-0.36329230	-0.35480820
4.39090600	-0.34543900	-0.33686330
4.40370600	-0.32758570	-0.31888790
4.41650600	-0.30079040	-0.30094300
4.42930700	-0.29184850	-0.29194010
4.44210600	-0.27399520	-0.26502270
4.45490600	-0.25614180	-0.24704730
4.46770600	-0.23825800	-0.22910240
4.48050600	-0.21149330	-0.21112700
4.49330600	-0.19360940	-0.19318220
4.50610600	-0.17575610	-0.17520680
4.51890600	-0.15790280	-0.15726190
4.53170600	-0.14004940	-0.13928650
4.54450700	-0.11325420	-0.12134160
4.55730600	-0.09537034	-0.09439375
4.57010600	-0.07751702	-0.07641835
4.58290600	-0.05966369	-0.05847346
4.59570600	-0.03286843	-0.04049806
4.60850600	-0.01501511	-0.01358074
4.62130600	0.00283822	0.00439467
4.63410600	0.02072207	0.02233955
4.64690600	0.03857540	0.04028443
4.65970600	0.05642872	0.05825983
4.67250600	0.08319346	0.07620472
4.68530600	0.10104680	0.10315260
4.69810600	0.11893060	0.12109740
4.71090600	0.13678400	0.13907290
4.72370600	0.16357920	0.15701770
4.73650600	0.18143250	0.17499310
4.74930600	0.19928590	0.20194100
4.76210600	0.21716970	0.21091340
4.77490600	0.23502300	0.23786130
4.78770600	0.25287640	0.25580610
4.80050700	0.27072970	0.27378150
4.81330600	0.28861360	0.29172640
4.82610600	0.30646690	0.30970180
4.83890600	0.32432020	0.31867430
4.85170700	0.34217350	0.33661920
4.86450600	0.36005740	0.35459460
4.87730600	0.36896880	0.36356700
4.89010600	0.38682210	0.38154240
4.90290600	0.40470590	0.39948730
4.91570600	0.41361740	0.41746270
4.92850600	0.43150120	0.42643510
4.94130600	0.44041260	0.44438000
4.95410600	0.45826590	0.45338300
4.96690600	0.46720780	0.46235540
4.97970600	0.47614980	0.48030030
4.99250600	0.48506120	0.48930330
5.00530600	0.50294510	0.49827570
5.01810600	0.51185640	0.50724820
5.03090600	0.52079840	0.51622060
5.04370600	0.52079840	0.52522360
5.05650600	0.52970980	0.52522360
5.06930600	0.53865170	0.53419600
5.08210600	0.53865170	0.54316840
5.09490600	0.54759360	0.54316840
5.10770600	0.55650500	0.55214090
5.12050600	0.55650500	0.56114380
5.13330600	0.55650500	0.56114380
5.14610600	0.56544700	0.56114380
5.15890600	0.55650500	0.56114380
5.17170600	0.55650500	0.56114380
5.18450600	0.55650500	0.55214090
5.19730600	0.55650500	0.55214090
5.21010600	0.55650500	0.55214090
5.22290700	0.54759360	0.55214090
5.23570600	0.54759360	0.54316840
5.24850600	0.53865170	0.53419600
5.26130600	0.53865170	0.52522360
5.27410700	0.52970980	0.52522360
5.28690600	0.52079840	0.51622060
5.29970600	0.51185640	0.50724820
5.31250600	0.50294510	0.50724820
5.32530600	0.49400310	0.48930330
5.33810600	0.48506120	0.48030030
5.35090600	0.46720780	0.47132790
5.36370600	0.45826590	0.46235540
5.37650600	0.44935450	0.44438000
5.38930600	0.43150120	0.43540760
5.40210600	0.42255930	0.41746270
5.41490600	0.40470590	0.40845970
5.42770600	0.39576400	0.39051490
5.44050600	0.37791070	0.38154240
5.45330600	0.36005740	0.36356700
5.46610600	0.35111550	0.34562210
5.47890600	0.33326210	0.33661920
5.49170600	0.32432020	0.30970180
5.50450600	0.30646690	0.29172640
5.51730600	0.28861360	0.28275400
5.53010700	0.27072970	0.26477860
5.54290600	0.25287640	0.24683370
5.55570600	0.23502300	0.23786130
5.56850600	0.21716970	0.21988590
5.58130600	0.19928590	0.20194100
5.59410600	0.18143250	0.17499310
5.60690600	0.16357920	0.15701770
5.61970600	0.14572590	0.13907290
5.63250600	0.11893060	0.12109740
5.64530600	0.10104680	0.10315260
5.65810600	0.07428205	0.08517716
5.67090600	0.06537065	0.05825983
5.68370600	0.03857540	0.04028443
5.69650600	0.02072207	0.02233955
5.70930600	0.00283822	0.00439467
5.72210600	-0.01501511	-0.01358074
5.73490600	-0.03286843	-0.04049806
5.74770600	-0.05966369	-0.04950102
5.76050600	-0.07751702	-0.07641835
5.77330600	-0.09537034	-0.09439375
5.78610600	-0.11325420	-0.11233860
5.79890600	-0.14004940	-0.13928650
5.81170600	-0.15790280	-0.15726190
5.82450600	-0.17575610	-0.17520680
5.83730600	-0.19360940	-0.19318220
5.85010600	-0.21149330	-0.21112700
5.86290600	-0.22934660	-0.22910240
5.87570600	-0.25614180	-0.25601980
5.88850600	-0.27399520	-0.26502270
5.90130600	-0.29184850	-0.29194010
5.91410600	-0.30970180	-0.30094300
5.92690600	-0.33649710	-0.32786040
5.93970600	-0.34543900	-0.34583570
5.95250700	-0.36329230	-0.36378060
5.96530600	-0.38114570	-0.38175600
5.97810600	-0.39902950	-0.39970090
5.99090600	-0.41688280	-0.40870390
6.00370600	-0.43473620	-0.42664880
6.01650600	-0.44367810	-0.44462420
6.02930600	-0.46153140	-0.46256910
6.04210600	-0.47938480	-0.48054440
6.05490600	-0.48832670	-0.48951690
6.06770600	-0.50618000	-0.50746180
6.08050600	-0.51512190	-0.51646470
6.09330600	-0.53297530	-0.53440960
6.10610600	-0.54191710	-0.54338200
6.11890600	-0.55977050	-0.55238500
6.13170600	-0.56871240	-0.57032990
6.14450600	-0.57762380	-0.57930240
6.15730600	-0.58656570	-0.58830530
6.17010600	-0.59547720	-0.59727780
6.18290600	-0.60441910	-0.60625020
6.19570600	-0.60441910	-0.60625020
6.20850600	-0.61336100	-0.61522260
6.22130600	-0.62227240	-0.62422560
6.23410600	-0.63121430	-0.63319800
6.24690600	-0.63121430	-0.63319800
6.25970600	-0.64015630	-0.64217050
6.27250600	-0.64015630	-0.64217050
6.28530600	-0.64015630	-0.64217050
6.29810600	-0.64015630	-0.64217050
6.31090600	-0.64906760	-0.64217050
6.32370600	-0.64015630	-0.64217050
6.33650600	-0.64015630	-0.64217050
6.34930600	-0.64015630	-0.64217050
6.36210600	-0.64015630	-0.64217050
6.37490600	-0.64015630	-0.64217050
6.38770600	-0.64015630	-0.64217050
6.40050600	-0.63121430	-0.62422560
6.41330600	-0.62227240	-0.62422560
6.42610600	-0.62227240	-0.61522260
6.43890600	-0.61336100	-0.61522260
6.45170600	-0.60441910	-0.60625020
6.46450600	-0.60441910	-0.59727780
6.47730600	-0.58656570	-0.58830530
6.49010600	-0.58656570	-0.57930240
6.50290600	-0.56871240	-0.57032990
6.51570600	-0.55977050	-0.56135740
6.52850600	-0.54191710	-0.54338200
6.54130600	-0.53297530	-0.53440960
6.55410600	-0.51512190	-0.51646470
6.56690600	-0.50618000	-0.50746180
6.57970600	-0.49726860	-0.48951690
6.59250600	-0.47938480	-0.48054440
6.60530600	-0.46153140	-0.46256910
6.61810600	-0.44367810	-0.44462420
6.63090600	-0.43473620	-0.42664880
6.64370600	-0.41688280	-0.40870390
6.65650600	-0.39902950	-0.39970090
6.66930600	-0.38114570	-0.38175600
6.68210600	-0.36329230	-0.36378060
6.69490600	-0.35438090	-0.34583570
6.70770600	-0.33649710	-0.33686330
6.72050600	-0.31864370	-0.30991550
6.73330600	-0.30079040	-0.29194010
6.74610600	-0.27399520	-0.27399520
6.75890600	-0.26505320	-0.26502270
6.77170600	-0.24719990	-0.23807490
6.78450600	-0.22934660	-0.22009950
6.79730600	-0.20255130	-0.20215460
6.81010600	-0.18469800	-0.18417920
6.82290600	-0.16681420	-0.16623430
6.83570600	-0.14004940	-0.13928650
6.84850600	-0.12216560	-0.12134160
6.86130600	-0.10431230	-0.10336620
6.87410600	-0.07751702	-0.08542131
6.88690600	-0.06860561	-0.06744590
6.89970600	-0.04181036	-0.04950102
6.91250600	-0.02392651	-0.03152562
6.92530600	-0.00607318	-0.01358074
6.93810600	0.01178014	0.01336711
6.95090600	0.03857540	0.04028443
6.96370600	0.05642872	0.05825983
6.97650600	0.07428205	0.07620472
6.98930600	0.09213538	0.09418012
7.00210600	0.11893060	0.11212500
