Time	Channel A	Channel B
(ms)	(V)	(V)

-26.03469000	-0.64015630	-0.64217050
-26.02189000	-0.64015630	-0.64217050
-26.00909000	-0.64015630	-0.64217050
-25.99629000	-0.64015630	-0.64217050
-25.98349000	-0.64015630	-0.64217050
-25.97069000	-0.64015630	-0.64217050
-25.95789000	-0.64015630	-0.64217050
-25.94509000	-0.64015630	-0.64217050
-25.93229000	-0.64015630	-0.63319800
-25.91949000	-0.63121430	-0.63319800
-25.90669000	-0.63121430	-0.62422560
-25.89389000	-0.62227240	-0.62422560
-25.88109000	-0.62227240	-0.61522260
-25.86829000	-0.60441910	-0.60625020
-25.85549000	-0.60441910	-0.59727780
-25.84269000	-0.59547720	-0.58830530
-25.82989000	-0.58656570	-0.57930240
-25.81709000	-0.56871240	-0.57032990
-25.80429000	-0.55977050	-0.56135740
-25.79149000	-0.55082860	-0.55238500
-25.77869000	-0.53297530	-0.53440960
-25.76589000	-0.53297530	-0.52543720
-25.75309000	-0.51512190	-0.50746180
-25.74029000	-0.49726860	-0.49848930
-25.72749000	-0.48832670	-0.48054440
-25.71469000	-0.47047330	-0.47154150
-25.70189000	-0.46153140	-0.45359660
-25.68909000	-0.43473620	-0.43562120
-25.67629000	-0.42582480	-0.41767630
-25.66349000	-0.40794090	-0.39970090
-25.65069000	-0.39008760	-0.39072850
-25.63789000	-0.37223430	-0.37278360
-25.62509000	-0.35438090	-0.35480820
-25.61229000	-0.33649710	-0.33686330
-25.59949000	-0.31864370	-0.31888790
-25.58669000	-0.30970180	-0.30094300
-25.57389000	-0.28293710	-0.28296760
-25.56109000	-0.27399520	-0.26502270
-25.54829000	-0.24719990	-0.24704730
-25.53549000	-0.22934660	-0.22910240
-25.52269000	-0.21149330	-0.21112700
-25.50989000	-0.19360940	-0.19318220
-25.49709000	-0.17575610	-0.17520680
-25.48429000	-0.14896080	-0.14825890
-25.47149000	-0.14004940	-0.13031400
-25.45869000	-0.11325420	-0.11233860
-25.44589000	-0.09537034	-0.09439375
-25.43309000	-0.06860561	-0.06744590
-25.42029000	-0.05072176	-0.05847346
-25.40749000	-0.03286843	-0.03152562
-25.39469000	-0.01501511	-0.01358074
-25.38189000	0.00283822	0.00439467
-25.36909000	0.02963347	0.02233955
-25.35629000	0.04751732	0.04028443
-25.34349000	0.06537065	0.06723227
-25.33069000	0.08319346	0.08517716
-25.31789000	0.10998870	0.10315260
-25.30509000	0.12784200	0.13010040
-25.29229000	0.14572590	0.14804530
-25.27949000	0.16357920	0.16602070
-25.26669000	0.18143250	0.18396560
-25.25389000	0.19928590	0.20194100
-25.24109000	0.21716970	0.21988590
-25.22829000	0.24393450	0.23786130
-25.21549000	0.25287640	0.25580610
-25.20269000	0.27072970	0.27378150
-25.18989000	0.28861360	0.29172640
-25.17709000	0.30646690	0.30970180
-25.16429000	0.32432020	0.32764670
-25.15149000	0.34217350	0.34562210
-25.13869000	0.36005740	0.36356700
-25.12589000	0.37791070	0.37253940
-25.11309000	0.38682210	0.39051490
-25.10029000	0.39576400	0.39948730
-25.08749000	0.42255930	0.41746270
-25.07469000	0.43150120	0.43540760
-25.06189000	0.44041260	0.44438000
-25.04909000	0.45826590	0.45338300
-25.03629000	0.46720780	0.46235540
-25.02349000	0.48506120	0.48030030
-25.01069000	0.48506120	0.48930330
-24.99789000	0.50294510	0.50724820
-24.98509000	0.50294510	0.50724820
-24.97229000	0.52079840	0.51622060
-24.95949000	0.52970980	0.52522360
-24.94669000	0.52970980	0.53419600
-24.93389000	0.53865170	0.53419600
-24.92109000	0.53865170	0.53419600
-24.90829000	0.54759360	0.54316840
-24.89549000	0.54759360	0.55214090
-24.88269000	0.55650500	0.55214090
-24.86989000	0.55650500	0.56114380
-24.85709000	0.55650500	0.56114380
-24.84429000	0.55650500	0.56114380
-24.83149000	0.55650500	0.55214090
-24.81869000	0.55650500	0.55214090
-24.80589000	0.55650500	0.55214090
-24.79309000	0.54759360	0.54316840
-24.78029000	0.54759360	0.54316840
-24.76749000	0.53865170	0.54316840
-24.75469000	0.53865170	0.53419600
-24.74189000	0.52970980	0.52522360
-24.72909000	0.52970980	0.52522360
-24.71629000	0.52079840	0.51622060
-24.70349000	0.51185640	0.50724820
-24.69069000	0.50294510	0.49827570
-24.67789000	0.49400310	0.48930330
-24.66509000	0.47614980	0.48030030
-24.65229000	0.46720780	0.47132790
-24.63949000	0.45826590	0.45338300
-24.62669000	0.44041260	0.43540760
-24.61389000	0.43150120	0.43540760
-24.60109000	0.42255930	0.41746270
-24.58829000	0.40470590	0.39948730
-24.57549000	0.38682210	0.38154240
-24.56269000	0.36896880	0.37253940
-24.54989000	0.36005740	0.35459460
-24.53709000	0.34217350	0.34562210
-24.52429000	0.32432020	0.32764670
-24.51149000	0.30646690	0.30970180
-24.49869000	0.29752500	0.29172640
-24.48589000	0.27967160	0.28275400
-24.47309000	0.26181830	0.25580610
-24.46029000	0.24393450	0.24683370
-24.44749000	0.22608110	0.22885830
-24.43469000	0.20822780	0.21091340
-24.42189000	0.19037450	0.19293800
-24.40909000	0.17249060	0.17499310
-24.39629000	0.15463730	0.14804530
-24.38349000	0.13678400	0.13010040
-24.37069000	0.10998870	0.12109740
-24.35789000	0.09213538	0.09418012
-24.34509000	0.07428205	0.07620472
-24.33229000	0.05642872	0.05825983
-24.31949000	0.03857540	0.04028443
-24.30669000	0.01178014	0.02233955
-24.29389000	-0.00607318	-0.00457778
-24.28109000	-0.02392651	-0.02255318
-24.26829000	-0.04181036	-0.04049806
-24.25549000	-0.05966369	-0.05847346
-24.24269000	-0.07751702	-0.08542131
-24.22989000	-0.10431230	-0.10336620
-24.21709000	-0.12216560	-0.12134160
-24.20429000	-0.14004940	-0.13928650
-24.19149000	-0.15790280	-0.15726190
-24.17869000	-0.17575610	-0.17520680
-24.16589000	-0.20255130	-0.19318220
-24.15309000	-0.22040470	-0.22009950
-24.14029000	-0.23825800	-0.23807490
-24.12749000	-0.25614180	-0.25601980
-24.11469000	-0.27399520	-0.27399520
-24.10189000	-0.30079040	-0.29194010
-24.08909000	-0.31864370	-0.31888790
-24.07629000	-0.33649710	-0.33686330
-24.06349000	-0.35438090	-0.35480820
-24.05069000	-0.37223430	-0.37278360
-24.03789000	-0.39008760	-0.38175600
-24.02509000	-0.39902950	-0.39970090
-24.01229000	-0.42582480	-0.41767630
-23.99949000	-0.43473620	-0.43562120
-23.98669000	-0.45258950	-0.45359660
-23.97389000	-0.47047330	-0.46256910
-23.96109000	-0.47938480	-0.48054440
-23.94829000	-0.49726860	-0.49848930
-23.93549000	-0.51512190	-0.50746180
-23.92269000	-0.52403330	-0.52543720
-23.90989000	-0.53297530	-0.53440960
-23.89709000	-0.55082860	-0.54338200
-23.88429000	-0.55977050	-0.56135740
-23.87149000	-0.56871240	-0.57032990
-23.85869000	-0.57762380	-0.57930240
-23.84589000	-0.58656570	-0.58830530
-23.83309000	-0.60441910	-0.59727780
-23.82029000	-0.60441910	-0.60625020
-23.80749000	-0.61336100	-0.60625020
-23.79469000	-0.62227240	-0.61522260
-23.78189000	-0.62227240	-0.62422560
-23.76909000	-0.63121430	-0.62422560
-23.75629000	-0.64015630	-0.63319800
-23.74349000	-0.64015630	-0.63319800
-23.73069000	-0.64015630	-0.64217050
-23.71789000	-0.64015630	-0.64217050
-23.70509000	-0.64015630	-0.64217050
-23.69229000	-0.64015630	-0.64217050
-23.67949000	-0.64906760	-0.64217050
-23.66669000	-0.64015630	-0.64217050
-23.65389000	-0.64015630	-0.64217050
-23.64109000	-0.64015630	-0.64217050
-23.62829000	-0.64015630	-0.63319800
-23.61549000	-0.64015630	-0.63319800
-23.60269000	-0.63121430	-0.62422560
-23.58989000	-0.62227240	-0.62422560
-23.57709000	-0.61336100	-0.61522260
-23.56429000	-0.60441910	-0.60625020
-23.55149000	-0.60441910	-0.60625020
-23.53869000	-0.59547720	-0.58830530
-23.52589000	-0.58656570	-0.57930240
-23.51309000	-0.57762380	-0.57032990
-23.50029000	-0.56871240	-0.56135740
-23.48749000	-0.55082860	-0.55238500
-23.47469000	-0.54191710	-0.54338200
-23.46189000	-0.53297530	-0.52543720
-23.44909000	-0.51512190	-0.51646470
-23.43629000	-0.49726860	-0.49848930
-23.42349000	-0.48832670	-0.48951690
-23.41069000	-0.47938480	-0.47154150
-23.39789000	-0.46153140	-0.45359660
-23.38509000	-0.44367810	-0.44462420
-23.37229000	-0.42582480	-0.42664880
-23.35949000	-0.41688280	-0.40870390
-23.34669000	-0.39008760	-0.39072850
-23.33389000	-0.37223430	-0.37278360
-23.32109000	-0.35438090	-0.35480820
-23.30829000	-0.34543900	-0.33686330
-23.29549000	-0.32758570	-0.32786040
-23.28269000	-0.30970180	-0.30991550
-23.26989000	-0.29184850	-0.29194010
-23.25709000	-0.27399520	-0.26502270
-23.24429000	-0.25614180	-0.25601980
-23.23149000	-0.23825800	-0.22910240
-23.21869000	-0.21149330	-0.21112700
-23.20589000	-0.20255130	-0.19318220
-23.19309000	-0.17575610	-0.17520680
-23.18029000	-0.15790280	-0.15726190
-23.16749000	-0.14004940	-0.13928650
-23.15469000	-0.12216560	-0.12134160
-23.14189000	-0.09537034	-0.10336620
-23.12909000	-0.07751702	-0.07641835
-23.11629000	-0.05966369	-0.05847346
-23.10349000	-0.03286843	-0.04049806
-23.09069000	-0.02392651	-0.02255318
-23.07789000	0.00283822	0.00439467
-23.06509000	0.02072207	0.02233955
-23.05229000	0.03857540	0.04028443
-23.03949000	0.06537065	0.05825983
-23.02669000	0.07428205	0.07620472
-23.01389000	0.10104680	0.09418012
-23.00109000	0.11893060	0.12109740
-22.98829000	0.13678400	0.13907290
-22.97549000	0.15463730	0.15701770
-22.96269000	0.18143250	0.18396560
-22.94989000	0.19928590	0.19293800
-22.93709000	0.21716970	0.21988590
-22.92429000	0.23502300	0.23786130
-22.91149000	0.25287640	0.25580610
-22.89869000	0.27072970	0.27378150
-22.88589000	0.28861360	0.29172640
-22.87309000	0.30646690	0.30069890
-22.86029000	0.32432020	0.31867430
-22.84749000	0.34217350	0.33661920
-22.83469000	0.36005740	0.35459460
-22.82189000	0.36896880	0.37253940
-22.80909000	0.38682210	0.39051490
-22.79629000	0.39576400	0.39948730
-22.78349000	0.41361740	0.41746270
-22.77069000	0.43150120	0.42643510
-22.75789000	0.44041260	0.43540760
-22.74509000	0.44935450	0.45338300
-22.73229000	0.46720780	0.46235540
-22.71949000	0.47614980	0.48030030
-22.70669000	0.49400310	0.48930330
-22.69389000	0.50294510	0.49827570
-22.68109000	0.50294510	0.50724820
-22.66829000	0.52079840	0.50724820
-22.65549000	0.52970980	0.52522360
-22.64269000	0.52970980	0.52522360
-22.62989000	0.53865170	0.54316840
-22.61709000	0.54759360	0.54316840
-22.60429000	0.55650500	0.54316840
-22.59149000	0.55650500	0.55214090
-22.57869000	0.55650500	0.55214090
-22.56589000	0.55650500	0.56114380
-22.55309000	0.55650500	0.56114380
-22.54029000	0.55650500	0.56114380
-22.52749000	0.55650500	0.56114380
-22.51469000	0.55650500	0.56114380
-22.50189000	0.55650500	0.56114380
-22.48909000	0.55650500	0.55214090
-22.47629000	0.55650500	0.54316840
-22.46349000	0.54759360	0.54316840
-22.45069000	0.53865170	0.54316840
-22.43789000	0.53865170	0.53419600
-22.42509000	0.52970980	0.52522360
-22.41229000	0.52079840	0.52522360
-22.39949000	0.51185640	0.50724820
-22.38669000	0.50294510	0.49827570
-22.37389000	0.49400310	0.49827570
-22.36109000	0.48506120	0.48930330
-22.34829000	0.47614980	0.47132790
-22.33549000	0.45826590	0.45338300
-22.32269000	0.44935450	0.45338300
-22.30989000	0.43150120	0.43540760
-22.29709000	0.43150120	0.42643510
-22.28429000	0.41361740	0.40845970
-22.27149000	0.39576400	0.39948730
-22.25869000	0.38682210	0.38154240
-22.24589000	0.36896880	0.36356700
-22.23309000	0.35111550	0.35459460
-22.22029000	0.33326210	0.33661920
-22.20749000	0.32432020	0.31867430
-22.19469000	0.30646690	0.30069890
-22.18189000	0.28861360	0.28275400
-22.16909000	0.27072970	0.26477860
-22.15629000	0.25287640	0.25580610
-22.14349000	0.23502300	0.23786130
-22.13069000	0.21716970	0.21988590
-22.11789000	0.19928590	0.20194100
-22.10509000	0.18143250	0.18396560
-22.09229000	0.16357920	0.15701770
-22.07949000	0.14572590	0.13907290
-22.06669000	0.11893060	0.12109740
-22.05389000	0.10104680	0.10315260
-22.04109000	0.08319346	0.08517716
-22.02829000	0.05642872	0.05825983
-22.01549000	0.04751732	0.04028443
-22.00269000	0.02963347	0.02233955
-21.98989000	0.00283822	0.00439467
-21.97709000	-0.01501511	-0.01358074
-21.96429000	-0.03286843	-0.03152562
-21.95149000	-0.05072176	-0.04950102
-21.93869000	-0.06860561	-0.07641835
-21.92589000	-0.09537034	-0.09439375
-21.91309000	-0.11325420	-0.11233860
-21.90029000	-0.13110750	-0.13031400
-21.88749000	-0.14896080	-0.15726190
-21.87469000	-0.17575610	-0.17520680
-21.86189000	-0.19360940	-0.19318220
-21.84909000	-0.21149330	-0.21112700
-21.83629000	-0.22934660	-0.22910240
-21.82349000	-0.24719990	-0.24704730
-21.81069000	-0.26505320	-0.26502270
-21.79789000	-0.29184850	-0.28296760
-21.78509000	-0.30970180	-0.30094300
-21.77229000	-0.31864370	-0.32786040
-21.75949000	-0.34543900	-0.33686330
-21.74669000	-0.36329230	-0.35480820
-21.73389000	-0.38114570	-0.37278360
-21.72109000	-0.39902950	-0.39072850
-21.70829000	-0.40794090	-0.40870390
-21.69549000	-0.43473620	-0.42664880
-21.68269000	-0.44367810	-0.44462420
-21.66989000	-0.46153140	-0.46256910
-21.65709000	-0.47938480	-0.47154150
-21.64429000	-0.48832670	-0.48951690
-21.63149000	-0.50618000	-0.50746180
-21.61869000	-0.52403330	-0.51646470
-21.60589000	-0.53297530	-0.52543720
-21.59309000	-0.54191710	-0.54338200
-21.58029000	-0.55977050	-0.55238500
-21.56749000	-0.56871240	-0.56135740
-21.55469000	-0.57762380	-0.57032990
-21.54189000	-0.58656570	-0.58830530
-21.52909000	-0.59547720	-0.58830530
-21.51629000	-0.60441910	-0.59727780
-21.50349000	-0.61336100	-0.60625020
-21.49069000	-0.61336100	-0.61522260
-21.47789000	-0.62227240	-0.62422560
-21.46509000	-0.63121430	-0.62422560
-21.45229000	-0.63121430	-0.63319800
-21.43949000	-0.64015630	-0.64217050
-21.42669000	-0.64015630	-0.64217050
-21.41389000	-0.64015630	-0.64217050
-21.40109000	-0.64015630	-0.64217050
-21.38829000	-0.64015630	-0.64217050
-21.37549000	-0.64015630	-0.64217050
-21.36269000	-0.64015630	-0.64217050
-21.34989000	-0.64015630	-0.64217050
-21.33709000	-0.64015630	-0.64217050
-21.32429000	-0.64015630	-0.63319800
-21.31149000	-0.63121430	-0.63319800
-21.29869000	-0.63121430	-0.63319800
-21.28589000	-0.62227240	-0.62422560
-21.27309000	-0.61336100	-0.61522260
-21.26029000	-0.61336100	-0.61522260
-21.24749000	-0.60441910	-0.60625020
-21.23469000	-0.60441910	-0.59727780
-21.22189000	-0.58656570	-0.58830530
-21.20909000	-0.57762380	-0.57930240
-21.19629000	-0.56871240	-0.57032990
-21.18349000	-0.55082860	-0.55238500
-21.17069000	-0.54191710	-0.54338200
-21.15789000	-0.53297530	-0.53440960
-21.14509000	-0.51512190	-0.51646470
-21.13229000	-0.50618000	-0.50746180
-21.11949000	-0.49726860	-0.48951690
-21.10669000	-0.47938480	-0.48054440
-21.09389000	-0.46153140	-0.46256910
-21.08109000	-0.44367810	-0.44462420
-21.06829000	-0.43473620	-0.42664880
-21.05549000	-0.41688280	-0.40870390
-21.04269000	-0.39902950	-0.39970090
-21.02989000	-0.38114570	-0.38175600
-21.01709000	-0.36329230	-0.36378060
-21.00429000	-0.35438090	-0.34583570
-20.99149000	-0.33649710	-0.33686330
-20.97869000	-0.31864370	-0.30991550
-20.96589000	-0.30079040	-0.29194010
-20.95309000	-0.27399520	-0.27399520
-20.94029000	-0.25614180	-0.25601980
-20.92749000	-0.24719990	-0.23807490
-20.91469000	-0.22040470	-0.22009950
-20.90189000	-0.21149330	-0.20215460
-20.88909000	-0.18469800	-0.18417920
-20.87629000	-0.16681420	-0.15726190
-20.86349000	-0.14896080	-0.14825890
-20.85069000	-0.12216560	-0.12134160
-20.83789000	-0.10431230	-0.10336620
-20.82509000	-0.08645894	-0.08542131
-20.81229000	-0.06860561	-0.06744590
-20.79949000	-0.04181036	-0.04950102
-20.78669000	-0.02392651	-0.03152562
-20.77389000	-0.00607318	-0.00457778
-20.76109000	0.01178014	0.01336711
-20.74829000	0.03857540	0.04028443
-20.73549000	0.04751732	0.05825983
-20.72269000	0.07428205	0.07620472
-20.70989000	0.09213538	0.09418012
-20.69709000	0.10998870	0.11212500
-20.68429000	0.13678400	0.13907290
-20.67149000	0.15463730	0.14804530
-20.65869000	0.17249060	0.17499310
-20.64589000	0.19037450	0.18396560
-20.63309000	0.20822780	0.21091340
-20.62029000	0.22608110	0.22885830
-20.60749000	0.25287640	0.24683370
-20.59469000	0.26181830	0.26477860
-20.58189000	0.28861360	0.28275400
-20.56909000	0.29752500	0.30069890
-20.55629000	0.32432020	0.31867430
-20.54349000	0.32432020	0.32764670
-20.53069000	0.35111550	0.34562210
-20.51789000	0.36005740	0.36356700
-20.50509000	0.37791070	0.38154240
-20.49229000	0.39576400	0.39948730
-20.47949000	0.40470590	0.40845970
-20.46669000	0.42255930	0.42643510
-20.45389000	0.43150120	0.43540760
-20.44109000	0.44935450	0.45338300
-20.42829000	0.45826590	0.46235540
-20.41549000	0.47614980	0.47132790
-20.40269000	0.48506120	0.48930330
-20.38989000	0.49400310	0.49827570
-20.37709000	0.50294510	0.50724820
-20.36429000	0.51185640	0.51622060
-20.35149000	0.52079840	0.51622060
-20.33869000	0.52970980	0.52522360
-20.32589000	0.53865170	0.53419600
-20.31309000	0.53865170	0.54316840
-20.30029000	0.54759360	0.54316840
-20.28749000	0.55650500	0.55214090
-20.27469000	0.55650500	0.56114380
-20.26189000	0.56544700	0.56114380
-20.24909000	0.55650500	0.56114380
-20.23629000	0.55650500	0.56114380
-20.22349000	0.55650500	0.56114380
-20.21069000	0.55650500	0.56114380
-20.19789000	0.55650500	0.56114380
-20.18509000	0.55650500	0.55214090
-20.17229000	0.55650500	0.55214090
-20.15949000	0.54759360	0.54316840
-20.14669000	0.53865170	0.54316840
-20.13389000	0.53865170	0.53419600
-20.12109000	0.52970980	0.52522360
-20.10829000	0.52079840	0.52522360
-20.09549000	0.51185640	0.51622060
-20.08269000	0.50294510	0.50724820
-20.06989000	0.50294510	0.49827570
-20.05709000	0.48506120	0.48930330
-20.04429000	0.47614980	0.48030030
-20.03149000	0.46720780	0.46235540
-20.01869000	0.44935450	0.45338300
-20.00589000	0.44041260	0.43540760
-19.99309000	0.43150120	0.42643510
-19.98029000	0.41361740	0.41746270
-19.96749000	0.40470590	0.39948730
-19.95469000	0.38682210	0.38154240
-19.94189000	0.36896880	0.37253940
-19.92909000	0.36005740	0.35459460
-19.91629000	0.34217350	0.33661920
-19.90349000	0.32432020	0.31867430
-19.89069000	0.30646690	0.30970180
-19.87789000	0.28861360	0.29172640
-19.86509000	0.27967160	0.27378150
-19.85229000	0.26181830	0.25580610
-19.83949000	0.24393450	0.23786130
-19.82669000	0.22608110	0.21988590
-19.81389000	0.20822780	0.20194100
-19.80109000	0.18143250	0.18396560
-19.78829000	0.16357920	0.16602070
-19.77549000	0.14572590	0.14804530
-19.76269000	0.12784200	0.13010040
-19.74989000	0.10998870	0.11212500
-19.73709000	0.09213538	0.09418012
-19.72429000	0.07428205	0.06723227
-19.71149000	0.05642872	0.04925688
-19.69869000	0.02963347	0.03131199
-19.68589000	0.01178014	0.01336711
-19.67309000	-0.00607318	-0.00457778
-19.66029000	-0.03286843	-0.02255318
-19.64749000	-0.05072176	-0.04950102
-19.63469000	-0.06860561	-0.06744590
-19.62189000	-0.08645894	-0.08542131
-19.60909000	-0.10431230	-0.10336620
-19.59629000	-0.13110750	-0.13031400
-19.58349000	-0.14896080	-0.14825890
-19.57069000	-0.16681420	-0.16623430
-19.55789000	-0.19360940	-0.18417920
-19.54509000	-0.20255130	-0.20215460
-19.53229000	-0.22934660	-0.22910240
-19.51949000	-0.24719990	-0.24704730
-19.50669000	-0.26505320	-0.26502270
-19.49389000	-0.28293710	-0.28296760
-19.48109000	-0.30079040	-0.30094300
-19.46829000	-0.31864370	-0.31888790
-19.45549000	-0.33649710	-0.33686330
-19.44269000	-0.35438090	-0.35480820
-19.42989000	-0.37223430	-0.37278360
-19.41709000	-0.39008760	-0.39072850
-19.40429000	-0.40794090	-0.40870390
-19.39149000	-0.42582480	-0.42664880
-19.37869000	-0.43473620	-0.43562120
-19.36589000	-0.46153140	-0.45359660
-19.35309000	-0.47047330	-0.47154150
-19.34029000	-0.48832670	-0.48054440
-19.32749000	-0.49726860	-0.49848930
-19.31469000	-0.51512190	-0.51646470
-19.30189000	-0.53297530	-0.52543720
-19.28909000	-0.54191710	-0.53440960
-19.27629000	-0.55082860	-0.55238500
-19.26349000	-0.55977050	-0.56135740
-19.25069000	-0.56871240	-0.57032990
-19.23789000	-0.58656570	-0.57930240
-19.22509000	-0.58656570	-0.58830530
-19.21229000	-0.60441910	-0.59727780
-19.19949000	-0.60441910	-0.60625020
-19.18669000	-0.61336100	-0.61522260
-19.17389000	-0.62227240	-0.61522260
-19.16109000	-0.62227240	-0.62422560
-19.14829000	-0.63121430	-0.63319800
-19.13549000	-0.64015630	-0.63319800
-19.12269000	-0.64015630	-0.63319800
-19.10989000	-0.64015630	-0.64217050
-19.09709000	-0.64015630	-0.64217050
-19.08429000	-0.64906760	-0.64217050
-19.07149000	-0.64015630	-0.64217050
-19.05869000	-0.64906760	-0.64217050
-19.04589000	-0.64015630	-0.64217050
-19.03309000	-0.64015630	-0.64217050
-19.02029000	-0.64015630	-0.64217050
-19.00749000	-0.64015630	-0.63319800
-18.99469000	-0.63121430	-0.63319800
-18.98189000	-0.63121430	-0.62422560
-18.96909000	-0.62227240	-0.61522260
-18.95629000	-0.61336100	-0.61522260
-18.94349000	-0.60441910	-0.60625020
-18.93069000	-0.60441910	-0.59727780
-18.91789000	-0.58656570	-0.58830530
-18.90509000	-0.58656570	-0.57930240
-18.89229000	-0.56871240	-0.57032990
-18.87949000	-0.55977050	-0.55238500
-18.86669000	-0.55082860	-0.55238500
-18.85389000	-0.53297530	-0.53440960
-18.84109000	-0.52403330	-0.52543720
-18.82829000	-0.51512190	-0.50746180
-18.81549000	-0.49726860	-0.49848930
-18.80269000	-0.47938480	-0.48054440
-18.78989000	-0.46153140	-0.46256910
-18.77709000	-0.46153140	-0.45359660
-18.76429000	-0.43473620	-0.43562120
-18.75149000	-0.42582480	-0.41767630
-18.73869000	-0.40794090	-0.40870390
-18.72589000	-0.39008760	-0.39072850
-18.71309000	-0.37223430	-0.36378060
-18.70029000	-0.35438090	-0.35480820
-18.68749000	-0.33649710	-0.33686330
-18.67469000	-0.31864370	-0.31888790
-18.66189000	-0.30079040	-0.30094300
-18.64909000	-0.28293710	-0.28296760
-18.63629000	-0.26505320	-0.26502270
-18.62349000	-0.24719990	-0.24704730
-18.61069000	-0.22934660	-0.22910240
-18.59789000	-0.21149330	-0.21112700
-18.58509000	-0.18469800	-0.18417920
-18.57229000	-0.17575610	-0.17520680
-18.55949000	-0.14896080	-0.14825890
-18.54669000	-0.13110750	-0.13031400
-18.53389000	-0.11325420	-0.11233860
-18.52109000	-0.09537034	-0.09439375
-18.50829000	-0.06860561	-0.06744590
-18.49549000	-0.05072176	-0.04950102
-18.48269000	-0.03286843	-0.03152562
-18.46989000	-0.00607318	-0.01358074
-18.45709000	0.00283822	0.00439467
-18.44429000	0.02963347	0.02233955
-18.43149000	0.04751732	0.04925688
-18.41869000	0.07428205	0.06723227
-18.40589000	0.09213538	0.08517716
-18.39309000	0.10998870	0.11212500
-18.38029000	0.12784200	0.13010040
-18.36749000	0.14572590	0.14804530
-18.35469000	0.16357920	0.16602070
-18.34189000	0.18143250	0.18396560
-18.32909000	0.19928590	0.20194100
-18.31629000	0.21716970	0.21988590
-18.30349000	0.23502300	0.23786130
-18.29069000	0.25287640	0.25580610
-18.27789000	0.27967160	0.27378150
-18.26509000	0.28861360	0.29172640
-18.25229000	0.31537830	0.30970180
-18.23949000	0.32432020	0.32764670
-18.22669000	0.34217350	0.34562210
-18.21389000	0.36005740	0.36356700
-18.20109000	0.37791070	0.37253940
-18.18829000	0.39576400	0.39051490
-18.17549000	0.40470590	0.39948730
-18.16269000	0.42255930	0.42643510
-18.14989000	0.43150120	0.42643510
-18.13709000	0.44935450	0.44438000
-18.12429000	0.45826590	0.45338300
-18.11149000	0.46720780	0.47132790
-18.09869000	0.48506120	0.48030030
-18.08589000	0.49400310	0.48930330
-18.07309000	0.50294510	0.49827570
-18.06029000	0.51185640	0.50724820
-18.04749000	0.52079840	0.51622060
-18.03469000	0.52970980	0.52522360
-18.02189000	0.52970980	0.53419600
-18.00909000	0.53865170	0.53419600
-17.99629000	0.53865170	0.54316840
-17.98349000	0.54759360	0.54316840
-17.97069000	0.55650500	0.55214090
-17.95789000	0.55650500	0.56114380
-17.94509000	0.55650500	0.56114380
-17.93229000	0.55650500	0.56114380
-17.91949000	0.55650500	0.55214090
-17.90669000	0.55650500	0.56114380
-17.89389000	0.55650500	0.55214090
-17.88109000	0.55650500	0.55214090
-17.86829000	0.54759360	0.55214090
-17.85549000	0.54759360	0.54316840
-17.84269000	0.53865170	0.54316840
-17.82989000	0.53865170	0.54316840
-17.81709000	0.53865170	0.53419600
-17.80429000	0.52970980	0.52522360
-17.79149000	0.52079840	0.51622060
-17.77869000	0.51185640	0.50724820
-17.76589000	0.50294510	0.49827570
-17.75309000	0.49400310	0.48930330
-17.74029000	0.47614980	0.48030030
-17.72749000	0.46720780	0.47132790
-17.71469000	0.45826590	0.45338300
-17.70189000	0.44935450	0.44438000
-17.68909000	0.43150120	0.42643510
-17.67629000	0.41361740	0.41746270
-17.66349000	0.40470590	0.39948730
-17.65069000	0.38682210	0.39051490
-17.63789000	0.37791070	0.37253940
-17.62509000	0.36005740	0.36356700
-17.61229000	0.35111550	0.34562210
-17.59949000	0.33326210	0.32764670
-17.58669000	0.31537830	0.30970180
-17.57389000	0.29752500	0.29172640
-17.56109000	0.27967160	0.28275400
-17.54829000	0.26181830	0.26477860
-17.53549000	0.25287640	0.24683370
-17.52269000	0.22608110	0.22885830
-17.50989000	0.20822780	0.21091340
-17.49709000	0.19037450	0.19293800
-17.48429000	0.17249060	0.17499310
-17.47149000	0.15463730	0.15701770
-17.45869000	0.13678400	0.13010040
-17.44589000	0.11893060	0.11212500
-17.43309000	0.09213538	0.09418012
-17.42029000	0.07428205	0.07620472
-17.40749000	0.05642872	0.05825983
-17.39469000	0.03857540	0.04028443
-17.38189000	0.02072207	0.01336711
-17.36909000	0.00283822	-0.00457778
-17.35629000	-0.02392651	-0.02255318
-17.34349000	-0.04181036	-0.04049806
-17.33069000	-0.06860561	-0.06744590
-17.31789000	-0.08645894	-0.08542131
-17.30509000	-0.10431230	-0.10336620
-17.29229000	-0.12216560	-0.12134160
-17.27949000	-0.14004940	-0.13928650
-17.26669000	-0.15790280	-0.15726190
-17.25389000	-0.18469800	-0.18417920
-17.24109000	-0.20255130	-0.19318220
-17.22829000	-0.22040470	-0.22009950
-17.21549000	-0.23825800	-0.23807490
-17.20269000	-0.25614180	-0.25601980
-17.18989000	-0.28293710	-0.27399520
-17.17709000	-0.30079040	-0.30094300
-17.16429000	-0.31864370	-0.31888790
-17.15149000	-0.33649710	-0.33686330
-17.13869000	-0.35438090	-0.35480820
-17.12589000	-0.37223430	-0.37278360
